1.28	0.25
1.04	0.25
0.51	0.25
0.46	0.25
0.46	0.25
0.48	0.25
0.48	0.25
0.46	0.25
0.57	0.25
2.25	0.25
4.72	0.25
4.89	0.25
4.79	0.25
4.24	0.25
3.75	0.25
3.47	0.25
3	0.25
3.3	0.25
4.35	0.25
4.34	0.25
4.71	0.25
4.94	0.25
4.67	0.25
4.47	0.25
4.31	0.25
3.96	0.25
3.5	0.25
3.46	0.25
3.28	0.25
3.1	0.25
3.46	0.25
3.69	0.25
4.18	0.25
3.58	0.25
3.48	0.25
3.56	0.25
3.23	0.25
2.98	0.25
2.32	0.25
1.92	0.25
1.55	0.25
1.32	0.25
1.26	0.25
0.8	0.25
0.57	0.25
0.46	0.25
0.38	0.25
0.31	0.25
0.25	0.25
0.26	0.25
0.28	0.25
0.24	0.25
0.2	0.25
0.11	0.25
0.17	0.25
0.17	0.25
0.21	0.25
0.21	0.25
0.23	0.25
0.25	0.25
0.31	0.25
0.31	0.25
0.38	0.25
0.35	0.25
0.66	0.25
0.82	0.25
0.86	0.25
0.55	0.25
0.55	0.25
0.55	0.25
