1.18	0.25
1.05	0.25
0.51	0.25
0.48	0.25
0.51	0.25
0.51	0.25
0.53	0.25
0.55	0.25
0.53	0.25
1.84	0.25
4.2	0.25
5.16	0.25
4.91	0.25
4.77	0.25
4.37	0.25
4.15	0.25
3.52	0.25
3.38	0.25
4.2	0.25
3.92	0.25
4.17	0.25
4.38	0.25
4.17	0.25
3.81	0.25
3.29	0.25
2.9	0.25
2.54	0.25
2.13	0.25
1.9	0.25
1.84	0.25
1.7	0.25
2.03	0.25
2.46	0.25
2.78	0.25
2.53	0.25
2.49	0.25
2.37	0.25
2.08	0.25
1.71	0.25
1.29	0.25
0.92	0.25
0.8	0.25
0.64	0.25
0.61	0.25
0.45	0.25
0.31	0.25
0.29	0.25
0.37	0.25
0.39	0.25
0.43	0.25
0.83	0.25
1.09	0.25
1.12	0.25
1.14	0.25
1.16	0.25
1.29	0.25
1.27	0.25
1.3	0.25
1.02	0.25
1.06	0.25
0.88	0.25
0.85	0.25
0.58	0.25
0.67	0.25
1.07	0.25
1.48	0.25
1.41	0.25
0.75	0.25
0.16	0.25
0.16	0.25
0.16	0.25
0.16	0.25
